id;rulebook_id;page;name;name_pt;effect_1;effect_2
1343;23;164;Harem Trained;;;
1351;23;164;Headlong Rush;;;
1356;23;164;Healing Flames;;;
1390;23;164;Highborn Drow;;;
1392;23;164;Hin Wandermage;;;
1479;23;164;Improved Energy Resistance;;;
1485;23;165;Improved Familiar;;;
1496;23;165;Improved Flight;;;
1514;23;165;Improved Levitation;;;
1515;23;165;Improved Low Blow;;;
1530;23;165;Improved Natural Armor;;;
1611;23;165;Infernal Bargainer;;;
1686;23;165;Iron Mind;;;
1702;23;166;Jotunbrud;;;
1704;23;166;Jungle Stamina;;;
1732;23;166;Landwalker;;;
1766;23;166;Light to Daylight;;;
1767;23;166;Lightbringer;;;
1784;23;166;Lolth's Blessing;;;
1792;23;166;Low Blow;;;
1930;23;166;Metallurgy;;;
1942;23;166;Might Makes Right;;;
2061;23;166;Nobody's Fool;;;
2098;23;167;Oral History;;;
2104;23;167;Outsider Wings (Celestial);;;
2105;23;167;Outsider Wings (Fiendish);;;
2171;23;167;Plague Resistant;;;
2176;23;167;Planetouched Animal Affinity;;;
2242;23;167;Primitive Caster;;;
2380;23;167;Rapid Swimming;;;
2411;23;167;Reckless Offensive;;;
2466;23;167;Rock Gnome Trickster;;;
2477;23;167;Runesmith;;;
2489;23;168;Sacred Tattoo;;;
2562;23;168;Shadow Shield;;;
2563;23;168;Shadow Song;;;
2584;23;168;Shield Dwarf Warder;;;
2643;23;168;Skyrider;;;
2683;23;168;Southern Magician;;;
2721;23;168;Spell-Like Ability Focus;;;
2729;23;168;Spire Walking;;;
2754;23;169;Staggering Strike;;;
2774;23;169;Stone Colossus;;;
2778;23;169;Stone Slide;;;
2780;23;169;Stoneblood;;;
2781;23;169;Stoneshaper;;;
2782;23;169;Stonewalker Fist;;;
2832;23;169;Summon Earth Elemental;;;
2858;23;169;Svirfneblin Figment Master;;;
2862;23;169;Swarmfighting;;;
2887;23;170;Talfirian Song;;;
2893;23;170;Tattoo Magic;;;
2902;23;170;Theocrat;;;
3093;23;170;Water Adaptation;;;
179;24;144;Barbed Stinger;;;
245;24;144;Body Pouch;;;
317;24;144;Chameleon Hide;;;
333;24;145;Charm Immunity;;;
334;24;145;Charm Resistance;;;
376;24;145;Cobra Head;;;
527;24;145;Deadly Poison;;;
530;24;145;Deadly Spittle;;;
1184;24;145;Forked Tongue;;;
1203;24;146;Gape of the Serpent;;;
1251;24;146;Graft Yuan-Ti Flesh;;;
1282;24;146;Greater Multigrab;;;
1486;24;146;Improved Familiar;;;
1571;24;146;Improved Spit;;;
1692;24;146;Irresistible Gaze;;;
2007;24;146;Multigrab;;;
2029;24;146;Narrowed Gaze;;;
2150;24;146;Pervasive Gaze;;;
2152;24;147;Petrification Immunity;;;
2153;24;147;Petrification Resistance;;;
2163;24;147;Piercing Gaze;;;
2190;24;147;Poison Immunity;;;
2193;24;147;Poison Resistance;;;
2238;24;147;Prehensile Tail;;;
2303;24;147;Puff Torso;;;
2423;24;147;Rending Constriction;;;
2738;24;147;Spit Venom;;;
2879;24;147;Tail Rattle;;;
62;25;19;Allied Defense;;;
79;25;19;Ankheg Tribe Ambush;;;
336;25;19;Cheetah Tribe Sprint;;;
445;25;20;Cover Your Tracks;;;
788;25;20;Eagle Tribe Vision;;;
1332;25;20;Halruuan Adept;;;
1365;25;20;Heat Tolerance;;;
1398;25;20;Hold the Line;;;
1420;25;20;Hyena Tribe Hunter;;;
1637;25;20;Initiate of Loviatar;;;
1780;25;20;Lion Tribe Warrior;;;
2034;25;21;Natural Scavenger;;;
3465;25;21;Nomadic Trekker;;;
2437;25;21;Resist Disease;;;
2453;25;21;Rhinoceros Tribe Charge;;;
2543;25;21;Selective Spell;;;
3466;25;21;Tall Mouther Hunter;;;
3166;25;21;Woodwise;;;
270;26;47;Breath of Unlife;;;
1172;26;57;Follower of the Scaly Way;;;
1643;26;92;Initiate of Tchazzar;;;
2551;26;92;Servant of a Dragon Ascendant;;;
2955;26;50;Transdimensional Breath;;;
238;27;17;Bloodsoaked Intimidate;;;
316;27;17;Chakram Ricochet;;;
436;27;17;Corrupt Spell;;;
484;27;17;Craven;;;
586;27;22;Demonsworn Knight;;;
620;27;17;Dire Flail Smash;;;
623;27;20;Dirty Rat;;;
626;27;23;Disciple of Darkness;;;
686;27;20;Doomspeak;;;
901;27;20;Entangling Spell;;;
961;27;23;Evil Brand;;;
965;27;23;Evil Embraced;;;
1108;27;20;Feral Animal Companion;;;
1137;27;20;Flay Foe;;;
1377;27;23;Hellbound knight;;;
1492;27;20;Improved fiendish Servant;;;
1629;27;23;Initiate of Ghaunadaur;;;
1630;27;24;Initiate of Gruumsh;;;
1634;27;24;Initiate of Kossuth;;;
1636;27;24;Initiate of Loviatar;;;
1640;27;24;Initiate of Shar;;;
1648;27;25;Initiate of Varae;;;
1778;27;20;Lingering Spell;;;
1838;27;20;Malign Spell Focus;;;
3489;27;25;Metanode Spell;;;
1983;27;20;Mortifying Attack;;;
2025;27;20;Mutilator;;;
2031;27;21;Natural Bully;;;
3490;27;25;Node Defense;;;
2064;27;25;Node Sensitive;;;
3491;27;25;Node Spellcasting;;;
2067;27;26;Node Store;;;
2189;27;21;Poison Immunity;;;
2248;27;21;Profane Outburst;;;
2304;27;21;Pulverize Foe;;;
2399;27;21;Reaping Spell;;;
2522;27;23;Scion of Sorrow;;;
2570;27;22;Shadowform Familiar;;;
2571;27;22;Shadowstrike;;;
2636;27;22;Skewer Foe;;;
2666;27;22;Snatch Trophy;;;
2908;27;23;Thrall to Demon;;;
2932;27;23;Tormented Knight;;;
2935;27;22;Touch of Benevolence;;;
3063;27;22;Via Negativa;;;
276;28;28;Broken One's Sacrifice;;;
292;28;28;Carmendine Monk;;;
551;28;28;Defender of the Homeland;;;
596;28;28;Detect Shadow Weave User;;;
769;28;29;Druuth Slayer;;;
776;28;29;Duerran Metaform Training;;;
777;28;29;Duerran Stealth Training;;;
1195;28;29;From Smite to Song;;;
1621;28;30;Initiate of Anhur;;;
1622;28;30;Initiate of Arvoreen;;;
1625;28;30;Initiate of Baravar Cloakshadow;;;
1626;28;30;Initiate of Eilistraee;;;
1632;28;30;Initiate of Horus-Re;;;
1638;28;31;Initiate of Milil;;;
1639;28;31;Initiate of Nobanion;;;
1644;28;30;Initiate of the Holy Realm;;;
1646;28;31;Initiate of Torm;;;
1647;28;32;Initiate of Tymora;;;
1719;28;32;Knight of the Red Falcon;;;
1720;28;32;Knight of the Risen Scepter;;;
1721;28;32;Knight of Tyr's Holy Judgment;;;
1722;28;33;Knight ot Tyr's Merciful Sword;;;
1865;28;33;Mark of the Triad;;;
2107;28;33;Overcome Shadow Weave;;;
2118;28;33;Paladin of the Noble Heart;;;
2628;28;33;Silver Blood;;;
2629;28;33;Silver Fang;;;
2652;28;33;Smiting Power;;;
2836;28;34;Sun Soul Monk;;;
2875;28;34;Sword of the Arcane Order;;;
95;30;6;Arcane Manipulation;;;
106;30;6;Arcane Transfiguration;;;
318;30;7;Channel Charge;;;
431;30;7;Cormanthyran Moon Magic;;;
474;30;8;Craft Scepter;;;
1072;30;8;Familiar Concentration;;;
1240;30;8;Godsight;;;
1317;30;8;Greenbound Summoning;;;
1694;30;8;Item Reprieve;;;
1700;30;8;Jergal's Pact;;;
2009;30;8;Multilingual;;;
2053;30;8;Netherese Battle Curse;;;
2552;30;9;Servant of the Fallen;;;
2709;30;9;Spell Reprieve;;;
2965;30;9;Trapmaster;;;
3172;30;9;Wounding Spell;;;
177;31;53;Bane of Infidels;;;
1379;31;46;Heretic of the Faith;;;
1620;31;58;Initiate of Amaunator;;;
2259;31;49;Prophet of the Divine;;;
2474;31;158;Rulership;;;
187;33;42;Battle Jump;;;
453;33;42;Craft Contingent Spell;;;
749;33;43;Draw From The Land;;;
956;33;43;Ettercap Berserker;;;
999;33;43;Explosive Spell;;;
1011;33;22;Extended Rage;;;
1187;33;80;Fortify Spell;;;
1269;33;43;Great Stag Berserker;;;
1422;33;44;Ice Troll Berserker;;;
1507;33;63;Improved Grapple;;;
3183;33;0;Keen Intellect;;;
1785;33;44;Long Reach;;;
2113;33;44;Owlbear Berserker;;;
2383;33;45;Rashemi Elemental Summoning;;;
2669;33;45;Snow Tiger Berserker;;;
2959;33;45;Transdimensional Spell;;;
3083;33;45;Vremyonni Training;;;
3162;33;45;Wolf Berserker;;;
3167;33;45;Woodwise;;;
159;34;24;Axeshield;;;
3592;34;24;Bowslinger;;;
294;34;24;Caustic Adaptation;;;
297;34;24;Caver;;;
840;34;25;Elfhunter;;;
889;34;25;Enhanced Adhesive;;;
980;34;25;Exotic Armour Proficiency (Heavy);;;
981;34;25;Exotic Armour Proficiency (Light);;;
982;34;25;Exotic Armour Proficiency (Medium);;;
1053;34;25;Extra Wild Shape;;;
1074;34;25;Familiar Spell;;;
1250;34;25;Graft Illithid Flesh;;;
1391;34;25;Highborn Drow;;;
3594;34;25;Improved Levitation;;;
3318;34;26;Lolth's Meat;;;
1936;34;26;Metanode Spell;;;
2063;34;26;Node Defense;;;
2065;34;26;Node Sensitive;;;
2066;34;26;Node Spellcasting;;;
2068;34;26;Node Store;;;
2202;34;27;Portal Sensitive;;;
3595;34;27;Stone Soul;;;
3596;34;27;Strong Mind;;;
3597;34;27;Tunnelfighter;;;
2985;34;27;Tunnelrunner;;;
3161;34;27;Wisdom Breeds Caution;;;
1;35;73;[Creature Type] Trainer;;;
257;37;47;Boost Spell Resistance;;;
258;37;47;Boost Spell-Like Ability;;;
434;37;47;Corrupt Spell;;;
438;37;48;Corrupt Spell-Like Ability;;;
510;37;48;Dark Speech;;;
562;37;48;Deformity (Clawed Hands);;;
563;37;48;Deformity (Eyes);;;
564;37;48;Deformity (Face);;;
565;37;48;Deformity (Gaunt);;;
566;37;48;Deformity (Obese);;;
625;37;49;Disciple of Darkness;;;
849;37;49;Empower Spell-Like Ability;;;
960;37;49;Evil Brand;;;
1761;37;49;Lichloved;;;
1837;37;49;Malign Spell Focus;;;
1982;37;49;Mortalbane;;;
2188;37;49;Poison Immunity;;;
2332;37;49;Quicken Spell-Like Ability;;;
2494;37;50;Sacrificial Mastery;;;
2907;37;50;Thrall to Demon;;;
3055;37;50;Verminfriend;;;
3066;37;50;Vile Ki Strike;;;
3067;37;50;Vile Martial Strike;;;
3068;37;50;Vile Natural Attack;;;
3069;37;50;Violate Spell;;;
3070;37;50;Violate Spell-Like Ability;;;
3145;37;50;Willing Deformity;;;
652;38;19;Divine Cleansing;;;
3639;38;19;Divine Might;;;
3640;38;19;Divine Resistance;;;
3641;38;19;Divine Shield;;;
673;38;20;Divine Vengeance;;;
676;38;20;Divine Vigor;;;
855;38;20;Empower Turning;;;
1039;38;20;Extra Smiting (Smite Anything);;;
1041;38;20;Extra Smiting (Smite Good);;;
1042;38;20;Extra Smiting (Smite Mortals);;;
1374;38;20;Heighten Turning;;;
3642;38;20;Improved Shield Bash;;;
2340;38;20;Quicken Turning;;;
2392;38;20;Reach Spell;;;
2486;38;20;Sacred Spell;;;
2583;38;20;Shield Charge;;;
3588;39;49;Blindsight, 5-ft. Radius;;;
634;39;50;Disguise Spell;;;
662;39;50;Divine Might;;;
3589;39;50;Divine Vengeance;;;
3590;39;50;Energy Substitution;;;
948;39;50;Eschew Materials;;;
1026;39;50;Extra Music;;;
1061;39;50;Eyes in the Back of Your Head;;;
1139;39;50;Fleet of Foot;;;
1283;39;50;Greater Multiweapon Fighting;;;
1299;39;50;Greater Spell Focus;;;
1304;39;50;Greater Spell Penetration;;;
1309;39;50;Greater Two-Weapon Fighting;;;
1396;39;51;Hold the Line;;;
1505;39;51;Improved Grapple;;;
1526;39;51;Improved Multiweapon Fighting;;;
1575;39;51;Improved Sunder;;;
1696;39;51;Jack of All Trades;;;
1725;39;51;Knock-down;;;
2141;39;51;Persistent Spell;;;
2177;39;51;Plant Control;;;
2179;39;51;Plant Defiance;;;
2210;39;51;Power Critical;;;
2391;39;51;Reach Spell;;;
2427;39;51;Repeat Spell;;;
2485;39;51;Sacred Spell;;;
2579;39;52;Sharp-Shooting;;;
2806;39;52;Subdual Substitution;;;
2841;39;52;Superior Expertise;;;
3591;39;52;Widen Spell;;;
3265;40;176;Apprentice;;;
3274;40;184;Business Savvy;;;
3195;40;227;Favored in Guild;;;
3194;40;228;Guildmaster;;;
3267;40;176;Mentor;;;
3749;40;232;Truebond;;;
38;41;50;Additional Magic Item Space;;;
119;41;50;Armor Skin;;;
144;41;50;Augmented Alchemy;;;
147;41;50;Automatic Quicken Spell;;;
149;41;51;Automatic Silent Spell;;;
151;41;51;Automatic Still Spell;;;
176;41;51;Bane of Enemies;;;
195;41;51;Beast Companion;;;
198;41;51;Beast Wild Shape;;;
225;41;51;Blinding Speed;;;
250;41;51;Bonus Domain;;;
283;41;51;Bulwark of Defense;;;
325;41;51;Chaotic Rage;;;
383;41;52;Colossal Wild Shape;;;
386;41;52;Combat Archery;;;
457;41;52;Craft Epic Magic Arms and Armor;;;
458;41;52;Craft Epic Rod;;;
459;41;52;Craft Epic Staff;;;
460;41;52;Craft Epic Wondrous Item;;;
501;41;52;Damage Reduction;;;
531;41;52;Deafening Song;;;
538;41;52;Death of Enemies;;;
597;41;53;Devastating Critical;;;
608;41;53;Dexterous Fortitude;;;
609;41;53;Dexterous Will;;;
615;41;53;Diminutive Wild Shape;;;
618;41;53;Dire Charge;;;
641;41;53;Distant Shot;;;
729;41;53;Dragon Wild Shape;;;
812;41;53;Efficient Item Creation;;;
875;41;53;Energy Resistance: Acid;;;
876;41;53;Energy Resistance: Cold;;;
877;41;53;Energy Resistance: Electricity;;;
878;41;53;Energy Resistance: Fire;;;
879;41;53;Energy Resistance: Sonic;;;
3643;41;114;Enhance Item;;;
888;41;53;Enhance Spell;;;
911;41;54;Epic Dodge;;;
912;41;54;Epic Endurance;;;
919;41;54;Epic Fortitude;;;
921;41;54;Epic Inspiration;;;
922;41;54;Epic Leadership;;;
925;41;54;Epic Prowess;;;
927;41;54;Epic Reflexes;;;
929;41;54;Epic Reputation;;;
931;41;54;Epic Skill Focus;;;
932;41;54;Epic Speed;;;
934;41;54;Epic Spell Focus;;;
936;41;54;Epic Spell Penetration;;;
937;41;54;Epic Spellcasting (Arcana);;;
938;41;55;Epic Spellcasting (Nature);;;
939;41;55;Epic Spellcasting (Religion);;;
943;41;55;Epic Toughness;;;
945;41;55;Epic Weapon Focus;;;
946;41;55;Epic Weapon Specialization;;;
947;41;55;Epic Will;;;
3644;41;69;Eschew Materials;;;
974;41;55;Exceptional Deflection;;;
1009;41;56;Extended Life Span;;;
3645;41;56;Familiar Spell;;;
1081;41;56;Fast Healing;;;
1129;41;56;Fine Wild Shape;;;
1180;41;56;Forge Epic Ring;;;
1204;41;56;Gargantuan Wild Shape;;;
1256;41;56;Great Charisma;;;
1259;41;56;Great Constitution;;;
1260;41;56;Great Dexterity;;;
1264;41;56;Great Intelligence;;;
1267;41;56;Great Smiting (Smite Evil);;;
1268;41;56;Great Smiting (Smite Good);;;
1270;41;57;Great Strength;;;
1272;41;57;Great Wisdom;;;
3647;41;69;Greater Multiweapon Fighting;;;
1300;41;69;Greater Spell Focus;;;
3648;41;69;Greater Spell Penetration;;;
3649;41;69;Greater Two-Weapon Fighting;;;
1325;41;57;Group Inspiration;;;
1394;41;57;Hindering Song;;;
1403;41;57;Holy Strike;;;
1424;41;57;Ignore Material Components;;;
1440;41;57;Improved Alignment-Based Casting (Chaos);;;
1441;41;57;Improved Alignment-Based Casting (Evil);;;
1442;41;57;Improved Alignment-Based Casting (Good);;;
1443;41;57;Improved Alignment-Based Casting (Law);;;
1444;41;57;Improved Arrow of Death;;;
1446;41;57;Improved Aura of Courage;;;
1447;41;57;Improved Aura of Despair;;;
1455;41;57;Improved Combat Casting;;;
1457;41;57;Improved Combat Reflexes;;;
1459;41;70;Improved Counterspell;;;
1465;41;58;Improved Darkvision;;;
1466;41;58;Improved Death Attack;;;
1477;41;58;Improved Elemental Wild Shape;;;
1490;41;58;Improved Favored Enemy;;;
1499;41;70;Improved Flyby Attack;;;
1509;41;58;Improved Heighten Spell;;;
3650;41;58;Improved Ki Strike;;;
1513;41;58;Improved Ki Strike;;;
1516;41;58;Improved Low-Light Vision;;;
1517;41;58;Improved Manifestation;;;
1519;41;58;Improved Manyshot;;;
1521;41;59;Improved Metamagic;;;
1524;41;70;Improved Multiattack;;;
3646;41;70;Improved Multiweapon Fighting;;;
1566;41;59;Improved Sneak Attack;;;
1568;41;59;Improved Spell Capacity;;;
1569;41;60;Improved Spell Resistance;;;
1573;41;60;Improved Stunning Fist;;;
1599;41;60;Improved Whirlwind Attack;;;
1605;41;60;Incite Rage;;;
1616;41;61;Infinite Deflection;;;
1666;41;61;Inspire Excellence;;;
1669;41;61;Instant Reload;;;
1673;41;61;Intensify Spell;;;
1709;41;61;Keen Strike;;;
1735;41;61;Lasting Inspiration;;;
1749;41;61;Legendary Climber;;;
1750;41;62;Legendary Commander;;;
1752;41;62;Legendary Leaper;;;
1754;41;62;Legendary Rider;;;
1756;41;62;Legendary Tracker;;;
1757;41;62;Legendary Wrestler;;;
1775;41;62;Lingering Damage;;;
1831;41;62;Magical Beast Wild Shape;;;
1845;41;70;Manyshot;;;
1893;41;62;Master Staff;;;
1895;41;62;Master Wand;;;
1945;41;63;Mighty Rage;;;
1972;41;63;Mobile Defense;;;
2010;41;63;Multispell;;;
2017;41;63;Multiweapon Rend;;;
2022;41;63;Music of the Gods;;;
2047;41;63;Negative Energy Burst;;;
2112;41;63;Overwhelming Critical;;;
2126;41;63;Penetrate Damage Reduction;;;
2129;41;63;Perfect Health;;;
2130;41;63;Perfect Multiweapon Fighting;;;
2133;41;64;Perfect Two-Weapon Fighting;;;
2134;41;64;Permanent Emanation;;;
2175;41;64;Planar Turning;;;
2181;41;65;Plant Wild Shape;;;
2199;41;65;Polyglot;;;
2204;41;65;Positive Energy Aura;;;
2354;41;65;Ranged Inspiration;;;
2365;41;66;Rapid Inspiration;;;
2373;41;70;Rapid Reload;;;
2394;41;66;Reactive Countersong;;;
2416;41;66;Reflect Arrows;;;
3653;41;111;Resist Death;;;
2457;41;66;Righteous Strike;;;
2473;41;66;Ruinous Rage;;;
2530;41;66;Scribe Epic Scroll;;;
2544;41;66;Self-Concealment;;;
2581;41;66;Shattering Strike;;;
2668;41;66;Sneak Attack of Opportunity;;;
2689;41;66;Spectral Strike;;;
2703;41;67;Spell Knowledge;;;
2705;41;67;Spell Opportunity;;;
2712;41;67;Spell Stowaway;;;
2715;41;67;Spellcasting Harrier;;;
2716;41;23;Spellcasting Prodigy;;;
3651;41;67;Spontaneous Domain Access;;;
2746;41;67;Spontaneous Spell;;;
2786;41;67;Storm of Throws;;;
2843;41;67;Superior Initiative;;;
2860;41;67;Swarm of Arrows;;;
2897;41;68;Tenacious Magic;;;
2901;41;68;Terrifying Rage;;;
2923;41;68;Thundering Rage;;;
2962;41;68;Trap Sense;;;
3000;41;68;Two-Weapon Rend;;;
3008;41;68;Uncanny Accuracy;;;
3016;41;68;Undead Mastery;;;
3023;41;68;Unholy Strike;;;
3054;41;68;Vermin Wild Shape;;;
3075;41;68;Vorpal Strike;;;
3133;41;69;Widen Aura of Courage;;;
3134;41;69;Widen Aura of Despair;;;
3652;41;69;Zone of Animation;;;
1247;42;207;Graft Flesh;;;
74;44;20;Animal Control;;;
75;44;20;Animal Defiance;;;
227;44;21;Blindsight;;;
264;44;21;Brachiation;;;
356;44;22;Clever Wrestling;;;
485;44;22;Create Infusion;;;
593;44;22;Destructive Rage;;;
746;44;22;Dragon's Toughness;;;
783;44;22;Dwarf's Toughness;;;
1010;44;22;Extended Rage;;;
1019;44;22;Extra favored Enemy;;;
1029;44;22;Extra Rage;;;
1052;44;22;Extra Wild Shape;;;
1083;44;22;Fast Wild Shape;;;
1085;44;22;Faster Healing;;;
1087;44;23;Favored Critical;;;
1156;44;23;Flyby Attack;;;
1217;44;23;Giant's Toughness;;;
1297;44;23;Greater Resiliency;;;
1310;44;23;Greater Two-Weapon Fighting;;;
1495;44;23;Improved Flight;;;
1580;44;23;Improved Swimming;;;
1671;44;23;Instantaneous Rage;;;
1675;44;24;Intimidating Rage;;;
2001;44;24;Multiattack;;;
2006;44;24;Multidexterity;;;
2035;44;24;Natural Spell;;;
2080;44;24;Off-Hand Parry;;;
2178;44;24;Plant Control;;;
3748;44;24;Plant Defiance;;;
3754;44;24;Power Critical;;;
2260;44;24;Proportionate Wild Shape;;;
2420;44;25;Remain Conscious;;;
2436;44;25;Resist Disease;;;
2439;44;25;Resist Poison;;;
2441;44;25;Resistance to Energy: Acid;;;
2442;44;25;Resistance to Energy: Cold;;;
2443;44;25;Resistance to Energy: Electricity;;;
2444;44;25;Resistance to Energy: Fire;;;
2445;44;25;Resistance to Energy: Sonic;;;
2521;44;25;Scent;;;
3755;44;25;Shadow;;;
2663;44;25;Snatch;;;
2684;44;25;Speaking Wild Shape;;;
2845;44;25;Supernatural Blow;;;
3154;44;25;Wingover;;;
10;45;18;Ability Focus;;;
1150;45;18;Flyby Attack;;;
1412;45;18;Hover;;;
1995;45;18;Multiattack;;;
2003;45;18;Multidexterity;;;
3492;45;18;Multiweapon Fighting;;;
2333;45;18;Quicken Spell-Like Ability;;;
2659;45;18;Snatch;;;
3151;45;18;Wingover;;;
243;46;24;Body Fuel;;;
399;46;24;Combat Manifestation;;;
454;46;24;Craft Crystal Capacitor;;;
455;46;24;Craft Dorje;;;
467;46;0;Craft Psionic Arms and Armor;;;
478;46;0;Craft Universal Item;;;
545;46;45;Deep Impact;;;
576;46;45;Delay Power;;;
624;46;0;Disarm Mind;;;
861;46;0;Encode Stone;;;
894;46;0;Enlarge Power;;;
1001;46;46;Extend Power;;;
1105;46;46;Fell Shot;;;
1271;46;0;Great Sunder;;;
1286;46;0;Greater Power Penetration;;;
1293;46;0;Greater Psionic Focus;;;
1369;46;0;Heighten Power;;;
1388;46;0;Hide Power;;;
1545;46;0;Improved Psicrystal;;;
1610;46;0;Inertial Armor;;;
1653;46;0;Inner Strength;;;
1884;46;0;Master Dorje;;;
1910;46;48;Maximize Power;;;
1921;46;0;Mental Adversary;;;
1923;46;48;Mental Leap;;;
1929;46;0;Metacreative;;;
1958;46;0;Mind Trap;;;
2138;46;0;Persistent Power;;;
2215;46;0;Power Penetration;;;
2219;46;0;Power Touch;;;
2271;46;49;Psionic Body;;;
2273;46;0;Psionic Charge;;;
2275;46;50;Psionic Dodge;;;
2278;46;50;Psionic Fist;;;
2285;46;0;Psionic Metabolism;;;
2286;46;50;Psionic Shot;;;
2289;46;50;Psionic Weapon;;;
2295;46;0;Psychic Bastion;;;
2301;46;0;Psychoanalyst;;;
2327;46;50;Quicken power;;;
2367;46;50;Rapid metabolism;;;
2450;46;51;Return Shot;;;
2534;46;51;Scribe Tattoo;;;
2690;46;51;Speed of Thought;;;
2758;46;13;Stand Still;;;
2884;46;51;Talented;;;
2971;46;145;Trigger Power;;;
2987;46;51;Twin Power;;;
3005;46;52;Unavoidable Strike;;;
3034;46;52;Up the Walls;;;
15;47;30;Ability Focus;;;
110;47;30;Area Attack;;;
133;47;30;Assume Supernatural Ability;;;
240;47;31;Blowhard;;;
248;47;31;Bonus Breath;;;
424;47;31;Controlled Respiration;;;
489;47;31;Crush;;;
492;47;31;Cumbrous Dodge;;;
493;47;31;Cumbrous Fortitude;;;
494;47;31;Cumbrous Reflexes;;;
495;47;31;Cumbrous Will;;;
528;47;31;Deadly Poison;;;
544;47;32;Deep Denizen;;;
587;47;32;Desert Dweller;;;
594;47;32;Detach;;;
781;47;33;Dust Cloud;;;
852;47;33;Empower Spell-Like Ability;;;
1012;47;34;Extended Reach;;;
1023;47;34;Extra Item Space;;;
1128;47;34;Final Strike;;;
1148;47;34;Fling Enemy;;;
3632;47;35;Gape of the Serpent;;;
1252;47;35;Grass Trekker;;;
1261;47;35;Great Flyby Attack;;;
1281;47;35;Greater Mighty Roar;;;
3633;47;35;Greater Multigrab;;;
1284;47;35;Greater Multiweapon Fighting;;;
1445;47;35;Improved Assume Supernatural Ability;;;
1500;47;36;Improved Flyby Attack;;;
1525;47;36;Improved Multiattack;;;
1527;47;36;Improved Multiweapon Fighting;;;
1550;47;36;Improved Scent;;;
1589;47;36;Improved Turn Resistance;;;
1598;47;36;Improved Web;;;
1678;47;36;Inured to Energy;;;
1685;47;36;Involuntary Rage;;;
3634;47;37;Irresistible Gaze;;;
1944;47;37;Mighty Leaping;;;
1946;47;37;Mighty Roar;;;
2008;47;37;Multigrab;;;
2011;47;37;Multitasking;;;
2012;47;37;Multivoice;;;
3635;47;37;Narrowed Gaze;;;
2115;47;37;Pain Mastery;;;
2125;47;37;Peak Hopper;;;
2151;47;37;Pervasive Gaze;;;
3636;47;38;Piercing Gaze;;;
2191;47;38;Poison Immunity;;;
3637;47;38;Poison Resistance;;;
2211;47;38;Power Dive;;;
3638;47;38;Prehensile Tail;;;
2315;47;38;Quick Change;;;
2338;47;38;Quicken Spell-Like Ability;;;
2363;47;39;Rapid Breath;;;
2424;47;39;Rending Constriction;;;
2452;47;39;Reverberation;;;
2468;47;39;Roll With It;;;
2529;47;39;Scramble;;;
2757;47;39;Stamp;;;
2849;47;39;Supernatural Transformation;;;
2853;47;39;Surrogate Spellcasting;;;
2859;47;40;Swamp Stalker;;;
2904;47;40;Thick-Skinned;;;
2922;47;40;Thunderclap;;;
2967;47;40;Treefriend;;;
3010;47;40;Uncanny Scent;;;
3064;47;40;Vicious Wound;;;
3071;47;40;Virulent Poison;;;
3155;47;40;Wingstorm;;;
3158;47;40;Winter's Child;;;
3530;48;38;Acrobatic;;;
63;48;38;Alluring;;;
122;48;38;Arterial Strike;;;
135;48;38;Athletic;;;
332;48;38;Charlatan;;;
340;48;38;Chink in the Armor;;;
515;48;38;Dash;;;
635;48;38;Disguise Spell;;;
996;48;38;Expert Tactician;;;
1027;48;39;Extra Music;;;
3531;48;39;Fleet of Foot;;;
1145;48;39;Flick of the Wrist;;;
1316;48;39;Green Ear;;;
1337;48;39;Hamstring;;;
3532;48;40;Jack of All Trades;;;
1777;48;40;Lingering Song;;;
2002;48;40;Multicultural;;;
2076;48;40;Obscure Lore;;;
2149;48;40;Persuasive;;;
2311;48;40;Pyro;;;
2344;48;40;Quicker than the Eye;;;
2432;48;40;Requiem;;;
2555;48;40;Shadow;;;
2667;48;40;Snatch Weapon;;;
2810;48;40;Subsonics;;;
2980;48;40;Trustworthy;;;
1731;49;10;Landlord;;;
228;50;5;Blindsight, 5-foot Radius;;;
327;50;78;Chariot Archery;;;
328;50;79;Chariot Charge;;;
329;50;78;Chariot Combat;;;
330;50;79;Chariot Sideswipe;;;
331;50;78;Chariot Trample;;;
346;50;5;Circle Kick;;;
367;50;5;Close-Quarters Fighting;;;
534;50;6;Death Blow;;;
3322;50;6;Dirty Fighting;;;
772;50;6;Dual Strike;;;
787;50;6;Eagle Claw Attack;;;
995;50;6;Expert Tactician;;;
1048;50;6;Extra Stunning Attacks;;;
1062;50;6;Eyes in the Back of Your Head;;;
1100;50;6;Feign Weakness;;;
1134;50;6;Fists of Iron;;;
1397;50;7;Hold the Line;;;
1542;50;7;Improved Overrun;;;
1578;50;7;Improved Sunder;;;
3189;50;7;Knock-Down;;;
3416;50;61;Large and in Charge;;;
1769;50;7;Lightning Fists;;;
1843;50;7;Mantis Leap;;;
1979;50;7;Monkey Grip;;;
3417;50;62;Multitasking;;;
2081;50;7;Off-Hand Parry;;;
2117;50;8;Pain Touch;;;
2166;50;8;Pin Shield;;;
2214;50;8;Power Lunge;;;
2251;50;8;Prone Attack;;;
2375;50;9;Rapid Reload;;;
2421;50;9;Remain Conscious;;;
2580;50;9;Sharp-Shooting;;;
2585;50;9;Shield Expert;;;
2665;50;9;Snatch Arrows;;;
