id;rulebook_id;class_id;level;name;overriden_trait_id;effect 1
1197;37;171;5;Spurn mortal magic;;
1199;37;171;6;Mortal hunting +3;;
1200;37;171;7;Claws of the overfiend;;
1201;37;171;8;Mortalbane shout;;
1202;37;171;9;Mortal hunting +4;;
1204;37;171;10;mortal skin (any);;
1203;37;171;10;Slay mortal;;
1205;37;172;1;Energy drain 1;;
1206;37;172;2;Soul strength;;
1207;37;172;3;Soul blast;;
1208;37;172;4;Soul enhancement;;
1209;37;172;5;Soul endurance;;
1210;37;172;6;Soul radiance;;
1211;37;172;7;Energy drain 2;;
1212;37;172;8;Soul agility;;
1213;37;172;9;Soul slave;;
1214;37;172;10;Soul power;;
1216;37;173;1;_hypnosis_;;
1215;37;173;1;Scaly flesh +1;;
1217;37;173;2;_Touch of fear_;;
1218;37;173;3;Reaching touch;;
1219;37;173;4;Dual actions;;
1220;37;173;4;scaly flesh +2;;
1221;37;173;5;_Summon minor demon_;;
1222;37;173;6;_Rotting touch_;;
1223;37;173;7;Scaly flesh +3;;
1225;37;173;8;_death touch_;;
1224;37;173;8;Two personas;;
1226;37;173;9;_Summon major demon_;;
1227;37;173;10;_Demogorgon's will_;;
1228;37;173;10;scaly flesh +4;;
1229;37;174;1;_Charm_;;
1230;37;174;2;Spell betrayal;;
1231;37;174;3;Dark Charisma +1;;
1233;37;174;4;_Summon minor demon_;;
1232;37;174;4;Spell betrayal +2d6;;
1234;37;174;5;Dark Charisma +2;;
1235;37;174;6;Spell betrayal +3d6;;
1236;37;174;6;Spellstrike +1d6;;
1237;37;174;7;Dark Charisma +3;;
1238;37;174;8;Spell betrayal +4d6;;
1239;37;174;8;spellstrike +1d6;;
1240;37;174;9;_Summon major demon_;;
1241;37;174;10;Spell betrayal +5d6;;
1242;37;175;1;Sickening slime;;
1243;37;175;2;Corrosive touch;;
1244;37;175;3;_Summon Ooze_;;
1246;37;175;4;alter self;;
1245;37;175;4;Contagion;;
1247;37;175;5;_Summon minor demon_;;
1248;37;175;6;Corrosive spew;;
1249;37;175;7;_Summon pudding_;;
1250;37;175;8;Polymorph self;;
1251;37;175;9;_Summon major demon_;;
1252;37;175;10;No discernable anatomy;;
1253;37;176;1;Carrion Stench;;
1254;37;176;2;_touch of fear_;;
1255;37;176;3;Demon wings;;
1256;37;176;4;Massive girth/skeletal visage;;
1257;37;176;5;_Summon minor undead;;
1258;37;176;6;Pallor of death;;
1259;37;176;7;Demon wings (at will);;
1260;37;176;8;_Death touch_;;
1261;37;176;9;_Summon major undead_;;
1262;37;176;10;_Summon nightwing_;;
1263;37;177;2;Rebuke undead;;
1264;37;177;4;Divine spell resistance 15;;
1265;37;177;6;Siphon spell power;;
1266;37;177;8;Divine spell resistance 20;;
1267;37;177;10;Steal spell-like ability;;
1273;37;178;1;Chitin +1;;
1274;37;178;1;vermin servant 1 HD;;
1275;37;178;2;Blood drain;;
1276;37;178;3;_Spider hand_;;
1277;37;178;4;Chitin +2;;
1278;37;178;4;swarm armor;;
1280;37;178;5;vermin servant 4 HD;;
1279;37;178;5;Wings of the vermin;;
1281;37;178;6;_Spider legs_;;
1283;37;178;7;_spew vermin_;;
1282;37;178;7;Chitin +3;;
1285;37;178;8;pincer claws;;
1284;37;178;8;Poison;;
1286;37;178;9;Vermin servant 16 HD;;
1287;37;178;10;Chitin +4;;
1288;37;178;10;hivemind;;
1289;37;179;1;Black magic oil;;
1290;37;179;2;Darkling weapon;;
1291;37;179;3;Black magic elixir;;
1292;37;179;4;Black magic oil;;
1293;37;179;5;Scarred flesh;;
1294;37;179;6;Black magic elixir;;
1295;37;179;7;Black magic oil;;
1296;37;179;8;Repellent flesh;;
1297;37;179;9;Black magic elixir;;
1298;37;179;10;Black magic oil;;
1300;37;180;1;disease host;;
1299;37;180;1;Sneak attack +1d6;;
1301;37;180;2;_Contagion_;;
1302;37;180;2;cancerous companion;;
1304;37;180;3;_poison_;;
1303;37;180;3;Tatterdemalion;;
1305;37;180;4;Chlidren of the night;;
1306;37;180;5;Sneak attack +2d6;;
1307;37;180;5;viral agent;;
1308;37;180;6;Infect wound;;
1310;37;180;7;_ insect armor;;
1309;37;180;7;_Insect plague;;
1311;37;180;8;Viral ally;;
1312;37;180;9;Sneak attack +3d6;;
1313;37;180;10;Disease form;;
2137;38;357;1;Detect evil;;
2138;38;357;1;prestige domain: Inquisition;;
2139;38;357;2;Immune to charms;;
2140;38;357;3;Pierce illusion;;
2141;38;357;5;Immune to compulsions;;
2142;38;357;6;Force shapechange;;
2143;38;357;8;Immune to possession;;
2144;38;357;9;Discern lies;;
2145;38;357;9;learn the truth;;
2156;38;358;1;Blessing of scripture +2;;
2157;38;358;1;detect chaos;;
2158;38;358;2;Sanctified sight;;
2159;38;358;3;Blessing of scripture +4;;
2160;38;358;3;dispel magic;;
2161;38;358;4;Emotion;;
2162;38;358;5;Blessing of scripture +6;;
2163;38;358;6;False vision;;
2164;38;358;7;Blessing of scripture +8;;
2165;38;358;8;Implacable hunt;;
2166;38;358;9;Blessing of scripture +10;;
2167;38;358;10;Faultless hunt;;
2169;38;359;1;divine health;;
2168;38;359;1;First prestige domain;;
2170;38;359;2;Slippery mind;;
2171;38;359;3;Divine wholeness;;
2172;38;359;5;Divine body;;
2173;38;359;6;Second prestige domain;;
2174;38;359;7;Divine soul;;
2175;38;359;9;Eternal body;;
2176;38;359;10;Mystic union;;
1972;38;360;1;Prestige domain: Divination;;
1973;38;360;1;scry bonus;;
1974;38;360;2;Prescient sense;;
1975;38;360;3;Divination enhancement;;
1976;38;360;4;Uncanny dodge (Dex bonus to AC);;
1977;38;360;6;Uncanny dodge (can't be flanked);;
1978;38;360;8;Uncanny dodge (+1 against traps);;
1979;38;360;10;Immune to surprise;;
2019;38;361;1;Detect evil;;
2020;38;361;1;resist enchantment;;
2021;38;361;2;Divine grace;;
2022;38;361;2;smite evil;;
2024;38;361;3;immune to charm and compulsion;;
2023;38;361;3;Turn undead;;
2025;38;361;5;Celestial companion;;
2026;38;361;7;Subversion;;
2028;38;362;1;lay on hands;;
2027;38;362;1;Turn undead;;
2030;38;362;3;bonus feat;;
2029;38;362;3;Remove disease;;
2031;38;362;5;Bonus feat;;
2032;38;362;7;Bonus feat;;
2033;38;362;9;Bonus feat;;
2570;38;363;1;Detect undead;;
2571;38;363;2;Smite undead;;
2572;38;363;3;Spurn death's touch;;
2573;38;363;5;True death;;
2574;38;363;6;Extra turning;;
2575;38;363;8;Positive energy burst;;
2576;38;363;10;Sealed life;;
2609;38;364;1;censure demons;;
2608;38;364;1;Demonslaying +1d6;;
2610;38;364;2;Courage of heaven;;
2611;38;364;3;Demonslaying +2d6;;
2612;38;364;5;Heavenly devotion;;
2613;38;364;6;Demonslaying +3d6;;
2614;38;364;8;Consecrated aura;;
2615;38;364;9;Demonslaying +4d6;;
2616;38;364;10;Holy aura;;
2786;38;365;1;Blind-fight;;
2785;38;365;1;Combat sense +2;;
2787;38;365;2;Tongues;;
2788;38;365;3;True strike 1/day;;
2789;38;365;5;Combat sense +4;;
2790;38;365;6;True strike 2/day;;
2791;38;365;9;True strike 3/day;;
2792;38;365;10;Combat sense +6;;
2793;38;366;1;Extra Turning;;
2794;38;366;3;Summon undead I;;
2795;38;366;5;Summon undead II;;
2796;38;366;7;Summon undead III;;
2797;38;366;9;Summon undead IV;;
2056;38;367;1;chosen foe +1;;
2055;38;367;1;Prestige domain: Exorcism;;
2057;38;367;1;turn undead;;
2059;38;367;2;detect evil;;
2058;38;367;2;Resist possession;;
2060;38;367;3;Extra Turning;;
2062;38;367;4;chosen foe +2;;
2061;38;367;4;Dispel evil 1/week;;
2063;38;367;5;Consecrated presence;;
2064;38;367;6;Extra Turning;;
2065;38;367;7;Dispel evil 2/week;;
2066;38;367;8;Chosen foe +3;;
2067;38;367;9;Extra Turning;;
2068;38;367;10;Dispel evil 3/week;;
2069;38;368;1;Flurry attack;;
2070;38;368;1;free domain;;
2071;38;368;1;puissant fists;;
2073;38;368;2;Combat Casting;;
2072;38;368;2;Evasion;;
2074;38;368;3;Uncanny dodge (Dex bonus to AC);;
2075;38;368;5;Uncanny dodge (can't be flanked);;
2076;38;368;6;Blindsight;;
2077;38;368;7;Sacred flame;;
2078;38;368;8;No shadow blows;;
2079;38;368;10;Inner armor;;
2798;38;369;1;Mettle;;
2799;38;369;1;Weapon Specialization;;
2800;38;369;2;Smite 1/day;;
2801;38;369;3;Damage reduction 1/;;
2802;38;369;4;Bonus feat;;
2803;38;369;6;Damage reduction 2/;;
2804;38;369;7;Smite 2/day;;
2805;38;369;8;Bonus feat;;
2806;38;369;9;Damage reduction 3/;;
2092;38;370;1;Prestige domain;;
2093;38;370;1;rally;;
2094;38;370;2;Inflame;;
2095;38;370;3;Healing circle;;
2096;38;370;4;Prestige domain;;
2097;38;370;5;Heroes' feast;;
2098;38;370;6;Fear aura;;
2099;38;370;7;Mass haste;;
2100;38;370;8;Mass healing;;
2101;38;370;9;Fear aura (�2);;
2102;38;370;10;Implacable foe;;
4489;43;601;1;Granted domain;;
4490;43;601;2;Contact +1 spellcaster level;;
4492;43;601;3;godly gift;;
4491;43;601;3;Menacing aura;;
4493;43;601;4;Altered appearance +1 spellcaster level;;
4494;43;601;5;Commune;;
4495;43;601;5;plane shift to deity's plane;;
4496;43;601;6;Godly gift +1 spellcaster level;;
4497;43;601;7;Plane shift to any plane;;
4499;43;601;8;alignment shift +1 spellcaster level;;
4498;43;601;8;Audience;;
4501;43;601;9;godly gift;;
4500;43;601;9;Mystic union;;
4502;43;601;10;Gate +1 spellcaster level;;
4503;43;602;1;Analyze portal;;
4504;43;602;1;bonus language;;
4505;43;602;2;Comprehension;;
4506;43;602;3;Open portal;;
4508;43;602;4;bonus language;;
4507;43;602;4;Summon spell dampening;;
4509;43;602;5;Silver tongue;;
4510;43;602;6;Planar survival;;
4511;43;602;7;Bonus language;;
4512;43;602;7;damage reduction 5;;
4513;43;602;8;Scramble portal;;
4514;43;602;9;Plane shift;;
4515;43;602;10;Bonus language;;
4516;43;602;10;planar dampening;;
4517;43;603;1;Favored plane;;
4518;43;603;2;See invisibility;;
4519;43;603;3;Attack ethereal;;
4520;43;603;4;Planar survival;;
4521;43;603;5;Favored plane;;
4522;43;603;6;Ethereal jaunt;;
4523;43;603;7;Rip portal;;
4524;43;603;8;Sunder portal;;
4525;43;603;9;Damage reduction 20;;
4526;43;603;10;Favored plane;;
4527;43;604;1;Plane shift 1/day;;
4528;43;604;2;Analyze portal;;
4529;43;604;3;Planar survival;;
4530;43;604;4;Morphic stability;;
4531;43;604;5;Grant planar survival;;
4532;43;604;6;Control planar flux;;
4533;43;604;7;Telepathy;;
4534;43;604;8;Plane shift at will;;
4535;43;604;9;Planar area swap;;
4536;43;604;10;Demiplane seed;;
1328;44;605;1;Animal bond;;
1329;44;605;1;animal sense;;
1330;44;605;2;Animal speech;;
1331;44;605;2;first totem;;
1332;44;605;3;Lesser wild shape;;
1333;44;605;4;Animal farspeech;;
1334;44;605;4;summon animal (1/day);;
1335;44;605;5;Second totem;;
1336;44;605;5;share lesser form;;
1337;44;605;6;Animal perception;;
1338;44;605;6;summon animal (2/day);;
1339;44;605;7;Lesser wild shape (dire);;
1342;44;605;8;2/day);;
1341;44;605;8;summon animal (dire;;
1340;44;605;8;Third totem;;
1343;44;605;9;Share greater form;;
1344;44;605;10;Lesser wild shape (legendary);;
4537;44;606;1;Energumen;;
4538;44;606;1;pyre;;
4539;44;606;2;Hearth protection;;
4540;44;606;2;sacrifice;;
4541;44;606;3;Secrets of stone;;
4542;44;606;4;Detect loyalty;;
4543;44;606;5;Major sacrifice;;
4544;44;606;6;Wicker man;;
4545;44;606;7;Bonfire;;
4546;44;606;8;Antipathy field;;
4547;44;606;9;Mass energumen;;
4548;44;606;10;Mass sacrifice;;
2120;44;607;1;Deforestation;;
2121;44;607;2;Burning hands;;
2122;44;607;2;sustenance;;
2123;44;607;3;Undead wild shape 1 /day;;
2124;44;607;4;Speak with dead animal;;
2125;44;607;4;undead wild shape 2/day;;
2126;44;607;5;Contagious touch 1/day;;
2127;44;607;5;undead wild shape (Large);;
2128;44;607;6;Animate dead animal;;
2129;44;607;6;undead wild shape 3/day;;
2130;44;607;7;Contagious touch 2/day;;
2131;44;607;7;undead wild shape (incorporeal);;
2132;44;607;8;Unbond. undead wild shape 4/day;;
2133;44;607;9;Contagious touch 3/day;;
2134;44;607;9;undead wild shape (Huge);;
2135;44;607;10;Plague;;
2136;44;607;10;undead wild shape 5/day;;
1599;44;608;1;Determination;;
1600;44;608;1;mark;;
1601;44;608;1;no subdual penalty;;
1602;44;608;2;Dead or alive;;
1603;44;608;2;fast tracking;;
1604;44;608;2;ready and waiting;;
1605;44;608;3;Pacekeeping;;
1606;44;608;3;restlessness;;
1607;44;608;4;Improved subdual;;
1608;44;608;4;move like the wind;;
1609;44;608;5;Shatter;;
1610;44;608;5;traceless track;;
1611;44;608;6;Ignore scrying;;
1612;44;608;6;locate creature;;
1613;44;608;7;Fracture;;
1614;44;608;7;see invisibility;;
1615;44;608;8;Subdual resistance;;
1616;44;608;9;Ignore magical barriers;;
1617;44;608;10;Find the path;;
4549;44;609;1;Keen arrows;;
4550;44;609;1;range increment bonus +10 ft./level;;
4551;44;609;2;Concealment reduction 10%;;
4552;44;609;2;magic weapon;;
4553;44;609;2;projectile improved critical +1;;
4554;44;609;3;Safe poison use;;
4555;44;609;4;Take aim +2;;
4556;44;609;5;Consistent aim 1/day;;
4557;44;609;6;Concealment reduction 20%;;
4558;44;609;6;keen edge;;
4559;44;609;7;Consistent aim 2/day;;
4560;44;609;7;projectile improved critical +2;;
4561;44;609;8;Take aim +4;;
4562;44;609;9;Consistent aim 3/day;;
4563;44;609;10;Concealment reduction 30%;;
4564;44;609;10;true strike;;
2515;44;610;1;Partial exotic proficiency +2;;
2516;44;610;2;Partial exotic proficiency+3;;
2517;44;610;3;Full exotic proficiency;;
2518;44;610;3;improvised throwing weapons;;
2519;44;610;4;Exotic focus;;
2520;44;610;4;improvised melee weapons;;
2521;44;610;5;Exotic specialization;;
2522;44;610;5;greater improvised weapons;;
2531;44;611;1;Blind-Fight;;
2532;44;611;1;follow orders blindly;;
2533;44;611;1;rage;;
2534;44;611;2;Swing blindly;;
2535;44;611;3;Ritual scarring +1;;
2536;44;611;4;Blinding spittle 1/hour;;
2538;44;611;5;5-foot radius;;
2537;44;611;5;Blindsight;;
2539;44;611;6;Ritual scarring +2;;
2540;44;611;7;Blinding spittle 2/hour;;
2542;44;611;8;10-foot radius;;
2541;44;611;8;Blindsight;;
2543;44;611;9;Ritual scarring +3;;
2544;44;611;10;Sight of Gruumsh;;
4565;44;612;1;Hated enemy;;
4566;44;612;1;rancor +1d6;;
4567;44;612;2;Hated enemy damage reduction 3/;;
4568;44;612;3;Rancor +2d6;;
4569;44;612;4;Hated enemy damage reduction 5/--;;
4570;44;612;4;hated enemy spell resistance;;
4571;44;612;5;Rancor +3d6;;
4572;44;612;6;Hated enemy damage reduction 7/;;
4573;44;612;7;Rancor +4d6;;
4574;44;612;8;Hated enemy damage reduction 9/;;
4575;44;612;9;Rancor +5d6;;
4576;44;612;10;Death attack;;
4577;44;612;10;hated enemy damage reduction 11/;;
4578;44;613;1;Ability bonus +1;;
4579;44;613;1;fast healing 1 (10);;
4580;44;613;1;forsake magic;;
4581;44;613;1;SR 11;;
4582;44;613;2;Ability bonus +1;;
4583;44;613;2;damage reduction 3;;
4584;44;613;2;magic destruction;;
4585;44;613;2;SR 12;;
4586;44;613;3;Ability bonus +1;;
4587;44;613;3;fast healing 1 (20);;
4588;44;613;3;natural weapons;;
4589;44;613;3;SR 13;;
4590;44;613;3;tough defense;;
4591;44;613;4;Ability bonus +1;;
4592;44;613;4;damage reduction 5;;
4593;44;613;4;SR 14;;
4594;44;613;5;Ability bonus +1;;
4595;44;613;5;fast healing 2 (30);;
4596;44;613;5;SR 15;;
4597;44;613;6;Ability bonus +1;;
4598;44;613;6;damage reduction 7;;
4599;44;613;6;slippery mind;;
4600;44;613;6;SR 16;;
4601;44;613;7;Ability bonus +1;;
4602;44;613;7;fast healing 2 (40);;
4603;44;613;7;SR 17;;
4604;44;613;8;Ability bonus +1;;
4605;44;613;8;damage reduction 9;;
4606;44;613;8;SR 18;;
4607;44;613;9;Ability bonus +1;;
4608;44;613;9;fast healing 3 (50);;
4609;44;613;9;SR 19;;
4610;44;613;10;Ability bonus +1;;
4611;44;613;10;damage reduction 11;;
4612;44;613;10;SR 20;;
2545;44;614;1;Frenzy 1 /day;;
2546;44;614;1;Remain Conscious;;
2547;44;614;2;Supreme cleave;;
2548;44;614;3;Frenzy 2/day;;
2549;44;614;4;Deathless frenzy;;
2550;44;614;5;Frenzy 3/day;;
2551;44;614;5;improved power attack;;
2552;44;614;6;Inspire frenzy 1/day;;
2553;44;614;7;Frenzy 4/day;;
2554;44;614;8;Greater frenzy;;
2555;44;614;8;inspire frenzy 2/day;;
2556;44;614;9;Frenzy 5/day;;
2557;44;614;10;Inspire frenzy 3/day;;
2558;44;614;10;no longer winded after frenzy;;
2559;44;614;10;supreme power attack;;
1985;44;615;1;Drift 1;;
1986;44;615;1;spell versatility 0;;
1987;44;615;2;Drift 1;;
1988;44;615;2;ley lines +1;;
1989;44;615;2;spell versatility 1;;
1990;44;615;3;Drift 2;;
1991;44;615;3;spell versatility 2;;
1992;44;615;4;Drift 2;;
1993;44;615;4;spell versatility 3;;
1994;44;615;5;Drift 3;;
1995;44;615;5;spell versatility 4;;
1996;44;615;6;Drift 3;;
1997;44;615;6;ley lines +2;;
1998;44;615;6;spell versatility 5;;
1999;44;615;7;Drift 4;;
2000;44;615;7;spell versatility 6;;
2001;44;615;8;Drift 4;;
2002;44;615;8;spell versatility 7;;
2003;44;615;9;Drift 5;;
2004;44;615;9;spell versatility 8;;
2005;44;615;10;Drift 5;;
2006;44;615;10;ley lines +3;;
2007;44;615;10;spell versatility 9;;
4613;44;616;1;Hex 1/day;;
4614;44;616;2;Bonus spell;;
4615;44;616;2;hex 2/day;;
4616;44;616;3;Sicken hex;;
4617;44;616;4;Bonus spell;;
4618;44;616;4;hex 3/day;;
4619;44;616;5;Fear hex;;
4620;44;616;6;Bonus spell;;
4621;44;616;6;hex 4/day;;
4622;44;616;7;Sleep hex;;
4623;44;616;8;Bonus spell;;
4624;44;616;8;hex 5/day;;
4625;44;616;9;Charm hex;;
4626;44;616;10;Bonus spell;;
4627;44;616;10;hex 6/day;;
4628;44;617;1;Terrain skill bonuses;;
4629;44;617;2;Endure elements 5;;
4630;44;617;2;terrain movement;;
4631;44;617;3;Attack native creatures +1;;
4632;44;617;3;terrain camouflage;;
4633;44;617;4;Bonus feat;;
4634;44;617;5;Attack native creatures+2;;
4635;44;617;5;endure elements 10;;
4636;44;617;6;Detect animals or plants;;
4637;44;617;7;Adaptation;;
4638;44;617;7;attack native creatures +3;;
4639;44;617;8;Bonus feat;;
4640;44;617;8;endure elements 15;;
4641;44;617;9;Attack native creatures +4;;
4642;44;617;10;Endure elements 20;;
4643;44;617;10;freedom of movement;;
4644;44;618;1;Minor oozy touch 1;;
4645;44;618;2;Charisma penalty --1;;
4646;44;618;2;oozy glob 1 /day;;
4647;44;618;2;slithery face;;
4648;44;618;3;Minor oozy touch 2;;
4649;44;618;4;Charisma penalty --2;;
4651;44;618;4;malleability;;
4650;44;618;4;oozy glob 2/day;;
4652;44;618;5;Major oozy touch 1;;
4653;44;618;6;Charisma penalty --3;;
4655;44;618;6;indiscernible anatomy;;
4654;44;618;6;oozy glob 3/day;;
4656;44;618;7;Major oozy touch 2;;
4657;44;618;8;Charisma penalty --4;;
4658;44;618;8;oozy glob 4/day;;
4659;44;618;8;slime wave;;
4660;44;618;9;Major oozy touch 3;;
4661;44;618;10;Charisma penalty --5;;
4663;44;618;10;one with the ooze;;
4662;44;618;10;oozy glob 5/day;;
4664;44;619;1;Greater wild shape 1 /day (Small or Medium-size;;
4665;44;619;1;humanoid shape);;
4666;44;619;2;Greater wild shape (animal shape;;
4667;44;619;2;monstrous humanoid shape);;
4669;44;619;3;beast shape;;
4668;44;619;3;Greater wild shape 3/day (Large or Tiny;;
4670;44;619;3;plant shape);;
4671;44;619;4;Greater wild shape (giant shape;;
4672;44;619;4;vermin shape);;
4673;44;619;5;Greater wild shape 5/day (Diminutive;;
4674;44;619;5;magical beast shape);;
4675;44;619;6;Greater wild shape (aberration shape;;
4676;44;619;6;ooze shape);;
4677;44;619;6;supernatural ease;;
4679;44;619;7;dragon shape);;
4678;44;619;7;Greater wild shape 7/day (Huge;;
4681;44;619;8;construct shape);;
4680;44;619;8;Greater wild shape (undead shape;;
4683;44;619;9;elemental shape;;
4682;44;619;9;Greater wild shape 9/day (Fine;;
4684;44;619;9;outsider shape);;
4686;44;619;10;evershifting form;;
4685;44;619;10;Greater wild shape (Gargantuan);;
4687;44;620;1;Animal mastery;;
4688;44;620;1;Int 4;;
4689;44;620;2;Empathic link;;
4690;44;620;3;Blood bond;;
4691;44;620;3;Int 6;;
4692;44;620;3;natural armor+2;;
4693;44;620;4;Animal senses (hearing;;
4694;44;620;4;smell);;
4695;44;620;4;speak with master;;
4696;44;620;5;Beast mastery;;
4697;44;620;5;Int 8;;
4698;44;620;6;Natural armor +4;;
4699;44;620;6;share saving throws;;
4700;44;620;7;Animal senses (vision);;
4701;44;620;7;Int 10;;
4702;44;620;7;share spells;;
4703;44;620;8;Command creatures of kind;;
4704;44;620;9;Int 12;;
4705;44;620;9;magical beast mastery;;
4706;44;620;9;natural armor +6;;
4707;44;620;10;Inspire greatness;;
1526;44;621;1;Improved Two-Weapon Fighting;;
1527;44;621;2;Off-Hand Parry +2;;
1528;44;621;4;Off-Hand Parry +4;;
1529;44;621;5;Greater Two-Weapon Fighting;;
1530;44;621;7;Off-Hand Parry +6;;
1531;44;621;8;Absolute ambidexterity;;
1532;44;621;10;Supreme two-weapon fighting;;
4708;44;622;1;Create Infusion;;
4709;44;622;2;Expert infusion;;
4710;44;622;2;sun sustenance;;
4711;44;622;3;Spontaneity;;
4712;44;622;4;Plant facility;;
4713;44;622;5;Fast healing;;
4714;44;622;6;Treant wild shape;;
4715;44;622;8;Animate tree;;
4716;44;622;10;Gaea's embrace;;
4717;44;623;1;City watch training;;
4718;44;623;2;Expertise;;
4719;44;623;2;obsessive specialty;;
4720;44;623;2;profile;;
4721;44;623;3;Cooperative interrogation;;
4722;44;623;3;superior disarming;;
4723;44;623;4;Deductive augury 1 /day;;
4724;44;623;4;skill synergy;;
4725;44;623;5;No subdual penalty;;
4726;44;623;5;sense secret doors;;
4727;44;623;6;Locate object;;
4728;44;623;7;Deductive augury 2/day;;
4729;44;623;7;improved subdual;;
4730;44;623;8;Forensics;;
4731;44;623;9;Discern lies;;
4732;44;623;9;locate creature;;
4733;44;623;10;Deductive augury 3/day;;
4734;44;623;10;instant knowledge;;
4735;44;624;1;Appraise mount;;
4736;44;624;1;chosen mount;;
4737;44;624;1;empathic link;;
4738;44;624;1;mount proficiency 4 HD;;
4739;44;624;2;Mount assistance;;
4740;44;624;2;mount feat 1;;
4741;44;624;3;Bonus feat;;
4742;44;624;3;mount healing;;
4743;44;624;4;Mount proficiency 8 HD;;
4744;44;624;5;Mount feat 2;;
4745;44;624;5;mount friendship;;
4746;44;624;6;Mount proficiency 12 HD;;
4747;44;624;7;Bonus feat;;
4748;44;624;7;mount link;;
4749;44;624;8;Mount proficiency 16 HD;;
4750;44;624;9;Mount feat 3;;
4751;44;624;9;mount luck;;
4752;44;624;10;Mount proficiency (all);;
5950;47;816;1;2 turn resistance;;
5951;47;816;1;recall feats;;
5952;47;816;2;4 turn resistance;;
5953;47;816;2;recall class abilties;;
5954;47;816;3;6 turn resistance;;
5955;47;816;3;rediscover;;
5956;47;817;1;Acquire skill 1. lore 2/day;;
5957;47;817;2;Acquire feat 1;;
5958;47;817;3;Acquire class feature 1;;
5960;47;817;4;Acquire feat 2;;
5959;47;817;4;Acquire skill 2;;
5961;47;817;5;Acquire special attack or special quality 1;;
5962;47;817;5;love 6/day;;
5964;47;817;6;Acquire feat 3;;
5963;47;817;6;Acquire skill 3;;
5965;47;817;7;Acquire class feature 2;;
5967;47;817;8;Acquire feat 4;;
5966;47;817;8;Acquire skill 4;;
5968;47;817;9;Acquire special attack or special quality 2;;
5969;47;817;9;love 8/day;;
5970;47;817;10;Acquire class feature 3;;
5971;47;818;1;_Summon swarm_;;
5972;47;818;2;Swarm shape 1/day;;
5974;47;818;3;pied piper;;
5973;47;818;3;Swarm shape 2/day;;
5975;47;818;4;Swarm shape 3/day;;
5977;47;818;5;_insect plague_;;
5976;47;818;5;Swarm shape (plague);;
5978;47;818;6;Swarm shape 4/day;;
5980;47;818;7;flyblown;;
5979;47;818;7;Swarm shape 5/day;;
5982;47;818;8;_creeping doom_;;
5981;47;818;8;Swarm shape (doom);;
5984;47;818;9;_awaken vermin_;;
5983;47;818;9;Swarm shape 6/day;;
5985;47;818;10;Swarm leap;;
5986;47;819;1;Improved grab;;
5987;47;819;1;keen scent;;
5988;47;819;2;Freedon of movement;;
5989;47;819;4;Damage reduction 2/-;;
5990;47;819;5;Spring attack;;
5991;47;819;7;Silent spell;;
5992;47;819;8;Still Spell;;
5993;47;819;10;Damage reduction 4/-;;
5994;47;820;1;Reverberation;;
5995;47;820;2;Song of despair;;
5996;47;820;3;Charisma bonus +2;;
5997;47;820;4;Song of nightmare;;
5998;47;820;5;Song of idiocy;;
5999;47;820;6;Charisma bonus +4;;
6000;47;820;7;Song of weakness;;
6001;47;820;8;Charisma bonus +5;;
6002;47;820;9;Song of stone;;
6003;47;820;10;Song of death;;
6004;47;821;1;Implant;;
6005;47;821;1;improved grab;;
6006;47;821;2;Imbue pellet;;
6007;47;821;3;Deep implant;;
6008;47;821;4;Rapid hatching;;
6009;47;821;5;Chaos focus;;
6010;47;821;6;Multiple implant;;
6011;47;821;7;Color choice;;
6012;47;821;8;Heighten chaos;;
6013;47;821;9;Corporeal instability;;
6014;47;821;9;death spawn;;
6015;47;821;10;_Dominate spawn_;;
6016;47;822;1;Uncanny dodge (Dex bonus to AC);;
6017;47;822;2;Evasion;;
6018;47;822;3;Uncanny dodge (can't be flanked);;
6019;47;822;4;Improved evasion;;
6020;47;822;5;Damage reduction 5/;;
6021;47;823;1;Divine insight;;
6022;47;823;2;Reclusive insight;;
6023;47;823;3;_Riddle:_  Conundrum;;
6024;47;823;4;_Lesser geas_;;
6025;47;823;4;mysterious lore;;
6026;47;823;5;_Riddle:_ Mystery;;
6027;47;823;6;_Geas_/quest;;
6028;47;823;7;_Riddle:_ Koan;;
6029;47;823;8;_Riddle:_ Enigma;;
6030;47;823;9;_Limited wish_;;
6031;47;823;10;_Riddle:_ Apocrypha;;
6033;47;824;1;mounted weapon bonus +1 (trident);;
6034;47;824;1;trident charge;;
6032;47;824;1;Waverider mount;;
6035;47;824;2;Mounted weapon bonus +1 (javelin/harpoon);;
6036;47;824;2;Ride bonus +2;;
6037;47;824;3;Breach;;
6038;47;824;3;mounted weapon bonus +2 (trident);;
6040;47;824;4;mounted weapon bonus +2 (javelin/harpoon);;
6039;47;824;4;Sound;;
6041;47;824;5;Improved mounted archery;;
6042;47;824;5;mounted weapon bonus +3 (trident);;
6043;47;824;5;Ride bonus +4;;
6044;47;824;6;Full mounted attack;;
6045;47;824;6;mounted weapon bonus +3 (javelin/harpoon);;
6047;47;824;7;mounted weapon bonus +4 (trident);;
6048;47;824;7;Ride bonus +6;;
6046;47;824;7;Skim;;
6050;47;824;8;mounted weapon bonus +4 (javelin/harpoon);;
6049;47;824;8;Superior mounted archery;;
6052;47;824;9;mounted weapon bonus +5;;
6053;47;824;9;Ride bonus +8;;
6051;47;824;9;Wavedancing;;
